$BRANCH_COUNT,$CALL_PAIRS,$LOC_CODE_AND_COMMENT,$LOC_COMMENTS,$CONDITION_COUNT,$CYCLOMATIC_COMPLEXITY,$CYCLOMATIC_DENSITY,$DECISION_COUNT,$DECISION_DENSITY,$DESIGN_COMPLEXITY,$DESIGN_DENSITY,$EDGE_COUNT,$ESSENTIAL_COMPLEXITY,$ESSENTIAL_DENSITY,$LOC_EXECUTABLE,$PARAMETER_COUNT,$HALSTEAD_CONTENT,$HALSTEAD_DIFFICULTY,$HALSTEAD_EFFORT,$HALSTEAD_ERROR_EST,$HALSTEAD_LENGTH,$HALSTEAD_LEVEL,$HALSTEAD_PROG_TIME,$HALSTEAD_VOLUME,$MAINTENANCE_SEVERITY,$MODIFIED_CONDITION_COUNT,$MULTIPLE_CONDITION_COUNT,$NODE_COUNT,$NORMALIZED_CYLOMATIC_COMPLEXITY,$NUM_OPERANDS,$NUM_OPERATORS,$NUM_UNIQUE_OPERANDS,$NUM_UNIQUE_OPERATORS,$NUMBER_OF_LINES,$PERCENT_COMMENTS,$LOC_TOTAL,$<Defective
19,7,2,4,0,12,4,0.17,6,2,3,0.75,16,1,0,20,1,34.63,21.2,15568.03,0.24,127,0.05,864.89,734.23,0.25,3,6,14,0.09,59,68,32,23,44,16.67,24,0
0,3,2,0,0,4,2,0.33,2,2,2,1,6,1,0,6,1,14.51,4.2,255.97,0.02,17,0.24,14.22,60.94,0.5,1,2,6,0.29,6,11,5,7,7,0,6,0
39,20,1,1,0,4,18,0.12,2,2,2,0.11,41,1,0,149,1,90.99,45.11,185151.92,1.37,580,0.02,10286.22,4104.55,0.06,1,2,25,0.09,268,312,101,34,190,0.67,150,0
1,84,0,1,0,140,47,0.75,68,2.06,1,0.02,153,5,0.09,62,1,51.11,52.22,139356.3,0.89,450,0.02,7742.02,2668.83,0.11,36,70,108,0.72,161,289,37,24,65,1.59,63,0
0,5,2,0,0,8,3,0.25,4,2,1,0.33,11,1,0,12,1,36.25,6.35,1463.22,0.08,49,0.16,81.29,230.32,0.33,2,4,10,0.23,24,25,17,9,13,0,12,0
32,24,3,1,8,14,19,0.23,6,2.33,18,0.95,58,1,0,80,1,44.9,40.53,73764.28,0.61,294,0.02,4098.02,1819.81,0.05,4,7,41,0.16,123,171,44,29,122,10.11,81,0
10,51,2,6,1,100,26,0.54,50,2,3,0.12,148,1,0,42,1,189.65,36.5,252667.13,2.31,1031,0.03,14037.06,6922.39,0.04,25,50,124,0.43,438,593,90,15,60,14.29,48,1
18,235,7,0,32,388,118,0.19,154,2.52,43,0.36,507,27,0.22,627,4,362.37,83.27,2512696.67,10.06,3680,0.01,139594.26,30174.79,0.23,117,194,391,0.17,1792,1888,269,25,678,4.86,627,0
5,3,1,0,10,4,2,0.33,2,2,1,0.5,7,1,0,6,2,11.99,6.67,533.03,0.03,21,0.15,29.61,79.95,0.5,1,2,7,0.09,10,11,6,8,22,62.5,6,0
1,7,1,1,0,12,4,0.22,6,2,2,0.5,15,3,0.67,17,2,18.31,14.77,3996.21,0.09,59,0.07,222.01,270.51,0.75,3,6,13,0.2,25,34,11,13,20,5.56,18,0
3,3,1,1,1,4,2,0.13,2,2,2,1,6,1,0,14,6,29.69,7.44,1642.27,0.07,45,0.13,91.24,220.81,0.5,1,2,6,0.1,17,28,16,14,20,12.5,15,0
4,9,5,0,2,16,5,0.25,8,2,5,1,20,1,0,20,5,57.48,8,3678.64,0.15,87,0.13,204.37,459.83,0.2,4,8,17,0.19,36,51,27,12,27,9.09,20,0
35,32,11,1,2,36,21,0.22,16,2.25,15,0.71,74,4,0.15,93,1,55.18,32,56505.09,0.59,272,0.03,3139.17,1765.78,0.19,10,18,55,0.16,116,156,58,32,132,3.13,94,1
1,7,0,0,0,12,4,0.29,6,2,1,0.25,13,3,0.67,14,2,11.58,21.25,5230.14,0.08,53,0.05,290.56,246.12,0.75,3,6,11,0.25,20,33,8,17,16,0,14,0
4,5,1,0,4,8,3,0.25,4,2,1,0.33,9,3,1,12,0,18.86,7.33,1014.21,0.05,32,0.14,56.35,138.3,1,2,4,8,0.14,12,20,9,11,21,25,12,0
1,7,0,2,0,10,4,0.4,4,2.5,1,0.25,11,3,0.67,8,1,12.44,13.22,2175.26,0.05,35,0.08,120.85,164.52,0.75,3,5,9,0.33,14,21,9,17,12,20,10,0
5,9,2,1,19,16,5,0.25,8,2,4,0.8,17,1,0,19,0,20.51,12.8,3360.93,0.09,53,0.08,186.72,262.57,0.2,4,8,14,0.11,24,29,15,16,45,51.28,20,0
17,11,0,5,20,20,6,0.19,10,2,1,0.17,22,1,0,26,0,25.81,30.07,23331.58,0.26,143,0.03,1296.2,775.96,0.17,5,10,18,0.09,63,80,22,21,69,49.02,31,1
15,15,2,2,12,22,8,0.31,8,2.75,3,0.38,24,5,0.57,24,1,29.28,26.67,20818.63,0.26,143,0.04,1156.59,780.7,0.63,7,11,18,0.15,64,79,24,20,54,36.84,26,0
10,7,4,0,4,12,4,0.17,6,2,4,1,16,1,0,23,0,24.52,16.53,6697.28,0.14,79,0.06,372.07,405.21,0.25,3,6,14,0.11,35,44,18,17,38,14.81,23,1
11,7,3,1,2,12,4,0.14,6,2,2,0.5,20,1,0,27,1,49.99,17.26,14890.23,0.29,160,0.06,827.24,862.77,0.25,3,6,18,0.1,77,83,29,13,42,10,28,0
62,71,14,42,24,140,36,0.25,70,2,17,0.47,183,1,0,102,0,83.06,87.53,636348.83,2.42,1070,0.01,35352.71,7270.02,0.03,35,70,149,0.15,495,575,82,29,239,39.29,144,0
3,3,0,0,0,4,2,0.5,2,2,1,0.5,6,1,0,4,3,12.44,9,1008,0.04,28,0.11,56,112,0.5,1,2,6,0.25,14,14,7,9,8,0,4,0
