$loc,$v,$ev,$iv,$n,$v,$l,$d,$i,$e,$b,$t,$LOcode,$LOComment,$LOBlank,$locCodeAndComment,$uniq_Op,$uniq_Opnd,$total_Op,$total_Opnd,$branchCount,$<defects
43,12,8,7,167,888.76,0.04,22.5,39.5,19997.14,0.3,1110.95,20,15,4,2,15,25,92,75,23,0
23,16,12,6,184,985.79,0.02,44,22.4,43374.74,0.33,2409.71,17,0,4,0,22,19,108,76,31,0
18,4,1,4,64,314.04,0.07,13.56,23.16,4259.18,0.1,236.62,12,0,4,0,14,16,33,31,7,0
22,5,1,4,77,388.42,0.05,19.66,19.76,7634.85,0.13,424.16,16,0,4,0,17,16,40,37,9,0
22,5,1,4,77,388.42,0.05,19.66,19.76,7634.85,0.13,424.16,16,0,4,0,17,16,40,37,9,0
14,4,1,2,46,205.13,0.08,13.2,15.54,2707.77,0.07,150.43,9,0,3,0,12,10,24,22,7,0
26,4,1,2,41,180.09,0.1,10.45,17.23,1881.89,0.06,104.55,16,3,4,0,11,10,22,19,7,0
83,6,4,1,156,812.67,0.02,44,18.47,35757.69,0.27,1986.54,39,31,8,2,22,15,96,60,11,0
18,3,1,3,39,171.3,0.09,11.33,15.11,1941.4,0.06,107.86,8,3,4,1,12,9,22,17,5,0
7,2,1,1,20,71.7,0.14,7,10.24,501.89,0.02,27.88,4,0,1,0,7,5,10,10,3,0
85,24,6,16,465,2650.7,0.01,84,31.56,222659.18,0.88,12369.95,62,4,14,3,26,26,297,168,47,0
15,6,5,3,197,1048.42,0.03,31.12,33.69,32624.36,0.35,1812.46,10,0,2,1,23,17,151,46,11,0
8,1,1,1,20,69.19,0.19,5.4,12.81,373.62,0.02,20.76,4,0,2,0,6,5,11,9,1,0
39,6,1,6,145,781.89,0.03,32.45,24.1,25372.2,0.26,1409.57,24,6,7,0,22,20,86,59,11,0
48,5,1,1,91,405.81,0.04,27.44,14.79,11137.18,0.14,618.73,23,16,5,2,13,9,53,38,9,0
36,5,1,1,74,351.86,0.05,20,17.59,7037.23,0.12,390.96,15,11,8,0,15,12,42,32,9,0
70,6,1,4,143,687.45,0.03,32.88,20.9,22606.59,0.23,1255.92,44,15,9,0,15,13,86,57,11,0
12,3,3,1,39,162.63,0.07,14,11.62,2276.78,0.05,126.49,8,0,2,0,12,6,25,14,5,0
86,11,11,6,206,1196.32,0.04,27.5,43.5,32898.67,0.4,1827.7,37,17,23,7,22,34,121,85,21,0
136,13,11,6,344,2115.51,0.03,31.2,67.8,66012.64,0.71,3667.37,89,16,29,0,22,49,205,139,25,0
22,3,1,1,64,285.4,0.06,18,15.86,5137.27,0.1,285.4,14,2,3,0,12,10,34,30,5,0
23,9,8,5,118,590,0.05,21.62,27.29,12754.41,0.2,708.58,15,4,2,0,15,17,69,49,17,0
29,12,4,4,164,847.87,0.02,41.35,20.5,35061.82,0.28,1947.88,24,0,3,0,19,17,90,74,23,0
17,1,1,1,16,53.15,0.38,2.67,19.93,141.74,0.02,7.87,5,9,1,0,4,6,8,8,1,0
17,3,1,3,53,252.01,0.08,12.92,19.5,3256.73,0.08,180.93,10,2,3,0,14,13,29,24,5,0
166,35,9,25,562,3749.9,0.03,32.72,114.59,122715.58,1.25,6817.53,145,4,15,0,22,80,324,238,69,0
9,1,1,1,17,60.94,0.35,2.86,21.33,174.13,0.02,9.67,5,0,2,0,5,7,9,8,1,0
66,1,1,1,146,840.21,0.11,8.95,93.84,7522.84,0.28,417.94,30,16,9,9,11,43,76,70,1,0
4,1,1,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,0,4,3,4,3,1,0
26,2,1,2,57,279.69,0.19,5.14,54.38,1438.42,0.09,79.91,14,0,10,0,9,21,33,24,3,0
58,7,1,5,121,696.34,0.12,8.4,82.9,5849.27,0.23,324.96,35,1,19,1,14,40,73,48,13,0
41,5,1,5,57,271.03,0.15,6.53,41.5,1770.16,0.09,98.34,24,6,9,0,11,16,38,19,9,0
36,7,1,4,87,459.83,0.11,8.75,52.55,4023.51,0.15,223.53,27,0,6,1,13,26,52,35,13,0
9,1,1,1,16,55.35,0.4,2.5,22.14,138.38,0.02,7.69,5,0,1,1,5,6,10,6,1,0
35,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
61,7,6,5,77,391.73,0.14,6.93,56.49,2716.59,0.13,150.92,31,16,12,0,11,23,48,29,13,0
30,2,1,2,45,206.32,0.24,4.12,50.11,849.57,0.07,47.2,10,13,5,0,7,17,25,20,3,0
35,3,1,3,67,343.66,0.17,5.73,59.98,1968.9,0.11,109.38,20,1,12,2,11,24,42,25,5,0
35,9,6,6,90,445.88,0.04,22.85,19.52,10186.59,0.15,565.92,20,4,6,3,18,13,57,33,17,0
37,13,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
33,6,1,4,71,341.32,0.07,13.87,24.61,4733,0.11,262.94,27,2,2,0,13,15,39,32,11,0
11,1,1,1,48,217.13,0.11,8.71,24.93,1890.85,0.07,105.05,8,0,1,0,11,12,29,19,1,0
36,3,1,2,87,446.25,0.06,17.94,24.87,8007.67,0.15,444.87,20,9,5,0,17,18,49,38,5,0
29,5,1,2,104,515.24,0.07,13.36,38.56,6884.13,0.17,382.45,14,7,5,1,13,18,67,37,9,0
4,1,1,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,0,4,3,4,3,1,0
18,5,1,3,65,309.07,0.06,18.13,17.05,5601.85,0.1,311.21,13,0,3,0,15,12,36,29,9,0
20,5,1,3,66,313.82,0.06,18.13,17.31,5688.03,0.1,316,15,0,3,0,15,12,37,29,9,0
11,1,1,1,23,87.57,0.22,4.5,19.46,394.06,0.03,21.89,6,0,3,0,7,7,14,9,1,0
4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,0,3,2,3,2,1,0
44,13,1,1,69,374.41,0.11,9.36,40,3504.5,0.12,194.69,30,0,12,0,18,25,43,26,14,0
14,3,1,1,45,191.16,0.07,13.71,13.94,2621.58,0.06,145.64,10,0,2,0,12,7,29,16,5,0
23,10,10,1,113,543.23,0.04,27.82,19.53,15111.7,0.18,839.54,16,1,2,0,17,11,77,36,19,0
23,10,10,1,111,527.79,0.04,25.45,20.73,13434.72,0.18,746.37,16,1,2,0,16,11,76,35,19,0
51,4,1,4,205,1168.59,0.05,19.91,58.68,23271.64,0.39,1292.87,33,8,8,0,17,35,123,82,7,0
4,1,1,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,0,4,3,4,3,1,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
4,1,1,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,0,4,3,4,3,1,0
18,3,1,1,48,220.08,0.07,14.17,15.53,3117.77,0.07,173.21,11,4,1,0,15,9,31,17,5,0
27,2,1,2,81,405,0.09,11.28,35.91,4567.5,0.14,253.75,21,1,2,0,14,18,52,29,3,0
4,1,1,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,0,4,3,4,3,1,0
4,1,1,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,0,4,3,4,3,1,0
32,5,3,3,101,490.66,0.06,15.44,31.78,7574.5,0.16,420.81,21,3,2,0,13,16,63,38,9,0
35,10,1,1,53,267.35,0.14,7.37,36.28,1969.97,0.09,109.44,24,0,9,0,14,19,33,20,11,0
35,10,1,1,55,282.11,0.13,7.5,37.61,2115.83,0.09,117.55,24,0,9,0,15,20,35,20,11,0
45,11,1,1,141,670.44,0.02,44.2,15.17,29633.41,0.22,1646.3,28,6,4,2,17,10,89,52,21,0
45,11,1,1,131,615.76,0.03,37.6,16.37,23152.49,0.21,1286.25,28,6,4,2,16,10,84,47,21,0
24,4,1,2,74,373.29,0.06,17.64,21.16,6585.82,0.12,365.88,18,0,4,0,19,14,48,26,7,0
32,9,1,1,49,242.76,0.13,7.41,32.75,1799.25,0.08,99.96,22,0,8,0,14,17,31,18,10,0
55,7,3,5,168,927.96,0.06,17.6,52.72,16332.07,0.31,907.34,40,4,5,0,16,30,102,66,13,0
44,13,1,1,73,398.54,0.1,9.88,40.34,3937.56,0.13,218.75,30,0,12,0,19,25,47,26,14,0
5,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,1,0,3,1,3,1,1,0
24,2,1,2,62,304.23,0.11,9.18,33.15,2791.73,0.1,155.1,17,2,2,0,13,17,38,24,3,0
11,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
10,4,3,1,29,120.93,0.14,7.07,17.1,855.13,0.04,47.51,7,0,1,0,11,7,20,9,7,0
45,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
6,1,1,1,9,25.27,0.38,2.67,9.47,67.38,0.01,3.74,3,0,1,0,4,3,5,4,1,0
124,39,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0
4,1,1,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,0,4,3,4,3,1,0
4,1,1,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,0,4,3,4,3,1,0
28,3,1,3,83,399.01,0.08,12.38,32.24,4937.75,0.13,274.32,20,0,5,1,12,16,50,33,4,0
74,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
17,4,1,1,33,134.89,0.08,11.92,11.32,1607.39,0.04,89.3,13,0,2,0,11,6,20,13,7,0
22,2,1,2,49,240.44,0.12,8.31,28.92,1998.64,0.08,111.04,15,2,3,0,14,16,30,19,3,0
4,1,1,1,5,11.61,0.5,2,5.8,23.22,0,1.29,2,0,0,0,4,1,4,1,1,0
6,2,1,1,21,69.76,0.11,9.33,7.47,651.1,0.02,36.17,4,0,0,0,7,3,13,8,3,0
34,7,6,6,135,718.46,0.04,28.18,25.49,20249.24,0.24,1124.96,24,1,7,0,21,19,84,51,13,0
23,4,1,2,50,237.74,0.06,17.85,13.32,4243.74,0.08,235.76,19,0,2,0,17,10,29,21,7,0
23,8,7,2,83,407.27,0.06,18,22.63,7330.89,0.14,407.27,13,1,3,4,15,15,47,36,15,0
36,11,8,4,142,765.71,0.04,25.91,29.55,19838.83,0.26,1102.16,26,1,7,0,20,22,85,57,21,0
31,4,3,3,99,511.82,0.06,16.07,31.85,8225.71,0.17,456.98,25,0,4,0,15,21,54,45,7,0
13,3,3,1,44,179.85,0.06,16.5,10.9,2967.5,0.06,164.86,9,0,2,0,11,6,26,18,5,0
7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12,7,7,1,47,199.65,0.08,13.06,15.28,2607.96,0.07,144.89,9,0,1,0,11,8,28,19,13,0
35,11,4,4,146,806.44,0.03,33.5,24.07,27015.74,0.27,1500.87,28,0,5,0,23,23,79,67,21,0
7,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
12,7,7,1,47,199.65,0.08,13.06,15.28,2607.96,0.07,144.89,9,0,1,0,11,8,28,19,13,0
8,1,1,1,9,25.27,0.38,2.67,9.47,67.38,0.01,3.74,5,0,1,0,4,3,5,4,1,0
12,6,6,1,39,162.63,0.06,16,10.16,2602.03,0.05,144.56,9,0,1,0,12,6,23,16,11,0
48,14,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
31,9,6,3,120,610.5,0.04,25.88,23.59,15796.57,0.2,877.59,23,1,5,0,18,16,74,46,17,0
29,8,8,3,113,597.25,0.03,28.58,20.9,17071.41,0.2,948.41,24,0,3,0,21,18,64,49,15,0
52,13,9,4,191,1055,0.02,47.62,22.16,50238.11,0.35,2791.01,42,1,7,0,25,21,111,80,25,0
17,3,1,1,36,140.65,0.07,14,10.05,1969.07,0.05,109.39,12,0,2,1,10,5,22,14,5,0
29,9,8,2,108,553.96,0.05,21.25,26.07,11771.7,0.18,653.98,19,1,5,2,17,18,63,45,17,0
15,6,5,3,193,1027.13,0.03,30.44,33.74,31267.11,0.34,1737.06,10,0,2,1,23,17,148,45,11,0
7,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
62,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
17,3,1,2,51,227.43,0.07,13.72,16.57,3120.86,0.08,173.38,13,0,2,0,13,9,32,19,5,0
30,7,5,3,53,229.06,0.05,22.17,10.33,5077.55,0.08,282.09,15,10,3,0,14,6,34,19,13,0
4,1,1,1,13,46.6,0.29,3.5,13.32,163.12,0.02,9.06,2,0,0,0,7,5,8,5,1,0
4,1,1,1,12,41.51,0.33,3,13.84,124.54,0.01,6.92,2,0,0,0,6,5,7,5,1,0
4,1,1,1,13,46.6,0.29,3.5,13.32,163.12,0.02,9.06,2,0,0,0,7,5,8,5,1,0
4,1,1,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,0,4,3,4,3,1,0
12,1,1,1,56,213.21,0.12,8.25,25.84,1759,0.07,97.72,9,0,1,0,6,8,34,22,1,0
14,4,1,2,50,226.18,0.08,13.22,17.11,2990.58,0.08,166.14,12,0,0,0,14,9,33,17,7,0
26,3,1,3,68,303.24,0.04,22.75,13.33,6898.74,0.1,383.26,21,2,1,0,14,8,42,26,5,0
5,1,1,1,11,36.54,0.29,3.5,10.44,127.89,0.01,7.11,3,0,0,0,7,3,8,3,1,0
97,13,5,3,228,1016.75,0.01,70.78,14.37,71963.33,0.34,3997.96,74,12,1,8,13,9,130,98,25,0
39,6,1,5,63,276.72,0.12,8.31,33.31,2298.87,0.09,127.72,24,6,6,0,8,13,36,27,11,0
15,2,1,2,57,222.69,0.08,12,18.56,2672.31,0.07,148.46,12,0,1,0,8,7,36,21,3,0
13,2,1,2,19,70.31,0.21,4.67,15.07,328.11,0.02,18.23,10,0,1,0,7,6,11,8,3,0
36,3,1,2,88,408.66,0.09,11.67,35.03,4767.69,0.14,264.87,21,0,2,11,10,15,53,35,5,0
58,3,1,3,164,900.66,0.04,23.6,38.16,21255.67,0.3,1180.87,40,3,10,3,20,25,105,59,4,0
4,1,1,1,9,28.53,0.33,3,9.51,85.59,0.01,4.75,2,0,0,0,6,3,6,3,1,0
69,6,1,5,168,957.67,0.06,17.33,55.25,16599.68,0.32,922.2,41,12,10,4,16,36,90,78,11,0
49,6,1,4,93,480.8,0.07,14.29,33.66,6868.61,0.16,381.59,29,8,10,0,15,21,53,40,11,0
86,32,1,32,431,2944.98,0.02,41.84,70.38,123225.04,0.98,6845.84,78,0,5,1,41,73,282,149,33,0
27,9,1,5,139,682.06,0.04,22.67,30.09,15459.98,0.23,858.89,24,0,1,0,12,18,71,68,17,0
29,3,1,3,71,351.75,0.07,13.59,25.88,4781.57,0.12,265.64,17,4,6,0,15,16,42,29,5,0
7,1,1,1,15,57.11,0.29,3.5,16.32,199.89,0.02,11.1,4,0,1,0,7,7,8,7,1,0
27,9,3,4,85,404.17,0.04,22.55,17.93,9112.09,0.13,506.23,20,1,3,1,16,11,54,31,17,0
8,1,1,1,22,81.41,0.15,6.75,12.06,549.52,0.03,30.53,5,0,1,0,9,4,16,6,1,0
34,5,1,1,84,379.98,0.05,19.5,19.49,7409.59,0.13,411.64,20,3,8,0,13,10,54,30,9,0
26,4,1,3,70,332.84,0.09,10.66,31.23,3546.85,0.11,197.05,22,0,2,0,11,16,39,31,7,0
18,3,1,2,41,190.4,0.13,7.85,24.27,1493.89,0.06,82.99,14,0,2,0,12,13,24,17,5,0
23,5,1,1,65,276.12,0.06,17.33,15.93,4786,0.09,265.89,20,0,1,0,13,6,49,16,7,0
7,1,1,1,16,57.36,0.25,4,14.34,229.44,0.02,12.75,4,0,1,0,8,4,12,4,1,0
11,5,3,3,25,92.51,0.17,5.83,15.86,539.65,0.03,29.98,9,0,0,0,7,6,15,10,9,0
19,4,1,4,53,252.01,0.1,9.75,25.85,2457.09,0.08,136.5,16,0,0,0,13,14,32,21,5,0
19,1,1,1,56,233.52,0.11,9,25.95,2101.64,0.08,116.76,10,3,4,0,9,9,38,18,1,0
56,10,9,7,181,1055.75,0.05,22,47.99,23226.57,0.35,1290.36,48,0,5,0,22,35,111,70,19,0
40,6,4,3,94,493.31,0.07,15.3,32.24,7547.57,0.16,419.31,33,0,4,0,18,20,60,34,11,0
21,2,1,1,34,151.62,0.1,9.63,15.75,1459.35,0.05,81.07,10,3,3,2,14,8,23,11,3,0
21,3,1,2,39,168.56,0.11,9,18.73,1517,0.06,84.28,15,0,3,0,12,8,27,12,5,0
24,2,1,1,31,133.98,0.11,9.29,14.43,1244.1,0.04,69.12,10,8,3,0,13,7,21,10,3,0
26,4,1,2,65,333.4,0.09,11.65,28.63,3883.17,0.11,215.73,19,0,4,0,18,17,43,22,7,0
25,2,1,1,31,133.98,0.11,9.29,14.43,1244.1,0.04,69.12,10,8,4,0,13,7,21,10,3,0
15,5,5,1,35,140,0.08,12.1,11.57,1694,0.05,94.11,11,0,1,0,11,5,24,11,9,0
9,3,3,3,41,180.09,0.13,8,22.51,1440.68,0.06,80.04,7,0,0,0,12,9,29,12,5,0
22,5,5,3,59,266.89,0.07,14.3,18.66,3816.53,0.09,212.03,20,0,0,0,13,10,37,22,9,0
8,1,1,1,19,74.23,0.19,5.25,14.14,389.71,0.02,21.65,5,0,1,0,9,6,12,7,1,0
19,6,3,4,79,383.78,0.05,18.75,20.47,7195.88,0.13,399.77,14,0,3,0,15,14,44,35,11,0
7,1,1,1,24,96,0.3,3.3,29.09,316.8,0.03,17.6,5,0,0,0,6,10,13,11,1,0
6,2,1,1,21,69.76,0.11,9.33,7.47,651.1,0.02,36.17,4,0,0,0,7,3,13,8,3,0
9,3,1,1,34,151.62,0.11,9,16.85,1364.59,0.05,75.81,7,0,0,0,12,10,19,15,5,0
6,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,2,0,3,1,3,1,1,0
7,1,1,1,16,55.35,0.44,2.29,24.22,126.52,0.02,7.03,4,0,1,0,4,7,8,8,1,0
4,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,5,2,1,0
246,15,5,4,759,5166.78,0.03,33.8,152.84,174659.71,1.72,9703.32,169,20,55,0,20,92,448,311,29,0
26,3,3,2,35,156.08,0.11,9,17.34,1404.72,0.05,78.04,12,11,1,0,12,10,20,15,5,0
32,11,8,7,133,676.63,0.04,25.78,26.25,17442.08,0.23,969,18,9,3,0,16,18,75,58,21,0
7,1,1,1,15,51.89,0.28,3.6,14.41,186.81,0.02,10.38,4,0,1,0,6,5,9,6,1,0
11,2,1,1,13,39,0.4,2.5,15.6,97.5,0.01,5.42,9,0,0,0,5,3,10,3,3,0
131,13,10,7,405,2447.98,0.02,53.63,45.65,131272.91,0.82,7292.94,110,6,12,0,26,40,240,165,25,0
7,2,1,2,10,30,0.3,3.33,9,100,0.01,5.56,5,0,0,0,5,3,6,4,3,0
32,3,1,3,74,366.61,0.06,16,22.91,5865.77,0.12,325.88,23,2,4,0,16,15,44,30,5,0
19,3,3,1,42,201.91,0.11,9.5,21.25,1918.13,0.07,106.56,13,0,4,0,14,14,23,19,5,0
18,5,5,3,64,307.67,0.04,24.28,12.67,7469.56,0.1,414.98,13,0,3,0,19,9,41,23,9,0
19,3,3,2,52,244.42,0.07,14.32,17.07,3499.69,0.08,194.43,15,0,2,0,15,11,31,21,5,0
17,5,5,2,52,241.48,0.05,20.19,11.96,4874.89,0.08,270.83,12,0,3,0,17,8,33,19,9,0
36,19,19,10,118,567.27,0.05,21.23,26.72,12044.99,0.19,669.17,23,5,3,0,13,15,69,49,37,0
120,29,9,11,471,2977.63,0.03,37.02,80.44,110222.71,0.99,6123.48,103,0,13,0,21,59,263,208,57,0
123,26,7,6,406,2480.06,0.03,39.59,62.64,98194.91,0.83,5455.27,103,0,17,0,21,48,225,181,51,0
161,38,9,7,536,3338.65,0.02,46.47,71.84,155154.34,1.11,8619.69,136,0,21,0,21,54,297,239,75,0
235,63,51,34,989,7030.33,0.01,86.83,80.97,610442.12,2.34,33913.45,192,22,18,0,44,94,618,371,120,0
224,40,32,27,751,5290.34,0.01,74.48,71.03,394039.12,1.76,21891.06,168,29,24,0,45,87,463,288,74,0
223,67,51,30,1016,7200.86,0.01,91.11,79.04,656061.17,2.4,36447.84,189,16,15,0,44,92,635,381,128,0
19,2,1,2,21,79.95,0.33,3,26.65,239.86,0.03,13.33,8,6,3,0,6,8,13,8,3,0
86,3,1,3,247,1611.32,0.09,10.77,149.62,17352.67,0.54,964.04,49,14,11,10,14,78,127,120,5,0
212,9,1,6,642,4394.8,0.03,30.52,144.02,134112.42,1.46,7450.69,103,55,34,18,22,93,384,258,17,0
87,14,1,11,181,1069.15,0.05,18.85,56.73,20149.31,0.36,1119.41,64,4,16,1,21,39,111,70,26,0
138,16,5,16,273,1745.1,0.04,25.25,69.11,44063.84,0.58,2447.99,83,26,24,3,28,56,172,101,28,0
10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31,6,1,4,88,435.97,0.05,19.2,22.71,8370.61,0.15,465.03,26,0,3,0,16,15,52,36,11,0
4,1,1,1,9,25.27,0.27,3.75,6.74,94.75,0.01,5.26,2,0,0,0,5,2,6,3,1,0
28,2,1,1,55,248.8,0.09,10.91,22.81,2714.14,0.08,150.79,15,3,3,0,12,11,35,20,3,0
9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45,5,4,3,126,691.97,0.05,18.27,37.88,12641.82,0.23,702.32,34,1,8,0,19,26,76,50,9,0
23,3,1,3,70,307.46,0.07,14.67,20.96,4509.45,0.1,250.52,20,0,1,0,12,9,48,22,5,0
13,2,1,2,17,60.94,0.4,2.5,24.38,152.36,0.02,8.46,10,0,1,0,5,7,10,7,3,0
27,5,1,5,66,306.49,0.09,11.54,26.56,3536.48,0.1,196.47,23,0,2,0,12,13,41,25,9,0
4,1,1,1,9,25.27,0.27,3.75,6.74,94.75,0.01,5.26,2,0,0,0,5,2,6,3,1,0
4,1,1,1,9,25.27,0.27,3.75,6.74,94.75,0.01,5.26,2,0,0,0,5,2,6,3,1,0
32,5,3,1,99,376.93,0.03,30,12.56,11307.84,0.13,628.21,25,3,1,0,10,4,75,24,9,0
119,33,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0
4,1,1,1,9,25.27,0.27,3.75,6.74,94.75,0.01,5.26,2,0,0,0,5,2,6,3,1,0
28,2,1,1,55,248.8,0.09,10.91,22.81,2714.14,0.08,150.79,15,3,3,0,12,11,35,20,3,0
4,1,1,1,9,25.27,0.27,3.75,6.74,94.75,0.01,5.26,2,0,0,0,5,2,6,3,1,0
9,2,1,2,19,72.34,0.33,3,24.11,217.02,0.02,12.06,7,0,0,0,6,8,11,8,3,0
109,19,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
21,5,1,2,67,335,0.05,19.93,16.81,6676.07,0.11,370.89,12,0,4,0,18,14,36,31,9,0
24,6,1,2,79,405.21,0.05,20.12,20.14,8151.94,0.14,452.89,18,0,4,0,18,17,41,38,11,0
35,9,5,7,197,1100.24,0.04,26.21,41.98,28833.81,0.37,1601.88,19,9,5,0,19,29,117,80,17,0
6,1,1,1,17,58.81,0.3,3.33,17.64,196.03,0.02,10.89,4,0,0,0,5,6,9,8,1,0
35,9,4,3,129,656.28,0.04,25,26.25,16407.07,0.22,911.5,29,0,4,0,17,17,79,50,17,0
24,6,1,3,107,519.79,0.06,17.47,29.76,9080.33,0.17,504.46,20,1,1,0,13,16,64,43,11,0
11,2,1,1,25,83.05,0.08,12,6.92,996.58,0.03,55.37,9,0,0,0,8,2,19,6,3,0
5,1,1,1,7,16.25,0.67,1.5,10.84,24.38,0.01,1.35,3,0,0,0,3,2,5,2,1,0
49,8,4,8,166,889.35,0.06,15.72,56.56,13984.32,0.3,776.91,41,2,3,0,12,29,90,76,15,0
19,3,1,3,44,179.85,0.19,5.18,34.71,931.94,0.06,51.77,17,0,0,0,6,11,25,19,5,0
33,12,8,7,146,760.58,0.04,24.38,31.2,18543.67,0.25,1030.2,20,8,3,0,16,21,82,64,23,0
34,8,5,6,125,646.24,0.05,19.64,32.9,12694.01,0.22,705.22,19,9,3,1,15,21,70,55,15,0
38,10,6,6,204,1168.5,0.04,27.23,42.91,31823.25,0.39,1767.96,22,8,6,0,21,32,121,83,19,0
22,12,10,5,134,708.24,0.03,30,23.61,21247.32,0.24,1180.41,16,0,4,0,20,19,77,57,23,0
36,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
24,5,5,2,73,361.66,0.08,12.8,28.25,4629.2,0.12,257.18,14,0,3,0,16,15,49,24,9,0
7,2,1,2,14,50.19,0.33,3,16.73,150.57,0.02,8.36,5,0,0,0,6,6,8,6,3,0
52,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
30,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
41,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
79,10,3,2,133,687.6,0.03,30.18,22.79,20749.34,0.23,1152.74,51,17,6,0,19,17,79,54,19,0
17,2,1,1,52,235.23,0.08,12.35,19.05,2905.03,0.08,161.39,12,0,3,0,13,10,33,19,3,0
18,2,1,1,65,309.07,0.06,16.14,19.14,4991.44,0.1,277.3,11,3,2,0,17,10,46,19,3,0
83,12,4,6,294,1714.87,0.03,29,59.13,49731.22,0.57,2762.85,54,14,13,0,19,38,178,116,23,0
14,2,1,2,41,167.59,0.1,10,16.76,1675.86,0.06,93.1,12,0,0,0,10,7,27,14,3,0
15,5,3,1,39,159.41,0.1,10,15.94,1594.11,0.05,88.56,12,0,0,0,10,7,25,14,9,0
11,2,1,1,20,71.7,0.17,6,11.95,430.2,0.02,23.9,7,0,2,0,8,4,14,6,3,0
9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
20,6,1,5,87,398.89,0.05,19.5,20.46,7778.39,0.13,432.13,20,0,0,0,12,12,48,39,11,0
9,1,1,1,16,55.35,0.11,9,6.15,498.16,0.02,27.68,4,0,3,0,9,2,12,4,1,0
11,1,1,1,44,152.21,0.11,9,16.91,1369.93,0.05,76.11,6,0,2,1,6,5,29,15,1,0
12,2,1,2,29,110.41,0.14,7,15.77,772.89,0.04,42.94,8,0,2,0,7,7,15,14,3,0
12,2,1,2,29,110.41,0.14,7,15.77,772.89,0.04,42.94,8,0,2,0,7,7,15,14,3,0
4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,0,3,2,3,2,1,0
16,2,1,2,29,110.41,0.14,7,15.77,772.89,0.04,42.94,8,3,3,0,7,7,15,14,3,0
24,3,1,3,149,787.52,0.09,11.72,67.17,9233.05,0.26,512.95,19,0,3,0,10,29,81,68,5,0
81,21,7,12,260,1609.35,0.04,24.03,66.98,38670.93,0.54,2148.38,57,7,14,1,21,52,141,119,41,0
12,1,1,1,41,170.97,0.13,8,21.37,1367.74,0.06,75.99,8,0,1,0,9,9,25,16,1,0
20,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
20,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
9,2,1,2,32,135.93,0.11,9.43,14.42,1281.66,0.05,71.2,6,0,1,0,12,7,21,11,3,0
